Media,Detail,Unit,Concentration,Year,Month,Longitude_east,Latitude_north,Reference,Sample_Size_and scope,Methodology,Backup_information
water,surface water,ng/L,160,2018,9,110.171694,19.7535,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 95 drainage channels","Surface water was collected at depths below 123 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.74 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,160,2018,9,110.206167,19.753778,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 96 drainage channels","Surface water was collected at depths below 124 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.75 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,160,2018,9,110.233056,19.739306,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 97 drainage channels","Surface water was collected at depths below 125 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.76 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,160,2018,9,110.25475,19.728722,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 98 drainage channels","Surface water was collected at depths below 126 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.77 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,160,2018,9,110.245167,19.7165,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 99 drainage channels","Surface water was collected at depths below 127 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.78 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,160,2018,9,110.275889,19.696694,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 100 drainage channels","Surface water was collected at depths below 128 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.79 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,160,2018,9,110.283,19.710417,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 101 drainage channels","Surface water was collected at depths below 129 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.80 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,160,2018,9,110.329611,19.712028,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 102 drainage channels","Surface water was collected at depths below 130 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.81 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,160,2018,9,110.32475,19.720833,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 103 drainage channels","Surface water was collected at depths below 131 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.82 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,160,2018,9,110.347722,19.708833,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 104 drainage channels","Surface water was collected at depths below 132 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.83 μg/L, respectively. Chlorpyrifos was the primary LP detected"
